user_id,txn_id,month,day,merchant,category,amount
u_00000,T000001,1,14,Steakhouse Grill,dining,50.53
u_00000,T000002,1,11,AMC Theatres,entertainment,10.71
u_00000,T000003,1,3,Uber,transport,19.18
u_00000,T000004,1,8,Metro Transit,transport,5.98
u_00000,T000005,1,2,Nail Salon,personal_care,37.33
u_00000,T000006,1,21,Exxon,gas,13.63
u_00000,T000007,1,15,Chevron,gas,29.33
u_00000,T000008,1,10,Sephora,personal_care,32.58
u_00000,T000009,1,3,Planet Fitness,subscription,12.63
u_00000,T000010,1,19,Planet Fitness,subscription,23.45
u_00000,T000011,1,26,Spotify,subscription,6.02
u_00000,T000012,1,3,Local Diner,dining,25.18
u_00000,T000013,1,23,Steakhouse Grill,dining,52.66
u_00000,T000014,1,18,Shell Gas,gas,12.71
u_00000,T000015,1,22,Walmart,retail,58.02
u_00000,T000016,1,8,Walmart,retail,47.77
u_00000,T000017,1,2,Shell Gas,gas,29.28
u_00000,T000018,2,10,Spotify,subscription,4.34
u_00000,T000019,2,27,Steam Games,entertainment,4.76
u_00000,T000020,2,24,Chipotle,dining,12.37
u_00000,T000021,2,4,Uber,transport,15.26
u_00000,T000022,2,12,Netflix,subscription,4.78
u_00000,T000023,2,10,Whole Foods,grocery,64.83
u_00000,T000024,2,19,Planet Fitness,subscription,19.15
u_00000,T000025,2,26,Chevron,gas,21.55
u_00000,T000026,2,5,Steakhouse Grill,dining,47.5
u_00000,T000027,2,17,Olive Garden,dining,13.51
u_00000,T000028,2,10,Sephora,personal_care,52.34
u_00000,T000029,2,13,Starbucks,dining,9.73
u_00000,T000030,2,8,Internet & Cable Co,utilities,36.93
u_00000,T000031,2,3,Kroger,grocery,40.95
u_00000,T000032,2,20,Exxon,gas,25.8
u_00000,T000033,2,15,Chevron,gas,28.28
u_00000,T000034,2,14,Internet & Cable Co,utilities,53.9
u_00000,T000035,2,4,Lyft,transport,4.24
u_00000,T000036,2,21,Netflix,subscription,6.66
u_00000,T000037,2,6,Local Diner,dining,7.25
u_00000,T000038,2,25,Expedia Hotels,travel,622.96
u_00000,T000039,3,8,Disney+,subscription,5.71
u_00000,T000040,3,5,Uber,transport,5.43
u_00000,T000041,3,26,Local Diner,dining,10.57
u_00000,T000042,3,8,Whole Foods,grocery,54.05
u_00000,T000043,3,15,Shell Gas,gas,10.07
u_00000,T000044,3,18,Water Utility,utilities,21.88
u_00000,T000045,3,20,Internet & Cable Co,utilities,20.1
u_00000,T000046,3,17,Great Clips,personal_care,5.33
u_00000,T000047,3,4,Uber,transport,12.69
u_00000,T000048,3,13,CVS Pharmacy,retail,28.49
u_00000,T000049,3,18,Chipotle,dining,4.93
u_00000,T000050,3,27,Great Clips,personal_care,5.41
u_00000,T000051,3,9,Spotify,subscription,4.6
u_00000,T000052,3,3,Target,retail,44.68
u_00000,T000053,3,4,Adobe Creative Cloud,subscription,15.18
u_00000,T000054,3,10,Electric Utility Co,utilities,17.61
u_00000,T000055,3,20,Target,retail,46.69
u_00000,T000056,3,26,Circle K,gas,18.99
u_00000,T000057,3,25,Chevron,gas,17.19
u_00000,T000058,3,20,Steam Games,entertainment,10.38
u_00000,T000059,3,27,Walmart,retail,28.15
u_00000,T000060,3,12,Golden Dragon Casino,gambling,44.38
u_00000,T000061,3,8,Shell Gas,gas,10.28
u_00000,T000062,3,9,Disney+,subscription,4.29
u_00000,T000063,3,12,Exxon,gas,20.1
u_00000,T000064,3,3,Target,retail,9.04
u_00000,T000065,3,16,Great Clips,personal_care,7.95
u_00000,T000066,4,20,Shell Gas,gas,25.54
u_00000,T000067,4,5,Lyft,transport,11.62
u_00000,T000068,4,12,Planet Fitness,subscription,7.22
u_00000,T000069,4,18,Kroger,grocery,48.25
u_00000,T000070,4,13,Circle K,gas,16.47
u_00000,T000071,4,26,Steam Games,entertainment,13.96
u_00000,T000072,4,4,Steakhouse Grill,dining,35.43
u_00000,T000073,4,26,Steam Games,entertainment,9.08
u_00000,T000074,4,8,Circle K,gas,19.77
u_00000,T000075,4,26,Kroger,grocery,37.32
u_00000,T000076,4,10,Shell Gas,gas,14.11
u_00000,T000077,4,25,Shell Gas,gas,11.59
u_00000,T000078,4,5,Chipotle,dining,3.87
u_00000,T000079,4,15,Whole Foods,grocery,16.7
u_00000,T000080,4,23,Trader Joe's,grocery,34.87
u_00000,T000081,4,22,Steakhouse Grill,dining,29.79
u_00000,T000082,4,20,Steam Games,entertainment,3.03
u_00000,T000083,4,14,Chevron,gas,12.62
u_00000,T000084,4,18,Uber,transport,2.76
u_00000,T000085,4,1,Steakhouse Grill,dining,14.35
u_00000,T000086,4,3,AMC Theatres,entertainment,19.59
u_00000,T000087,4,19,Kroger,grocery,53.97
u_00000,T000088,4,7,Nail Salon,personal_care,25.98
u_00000,T000089,4,17,Electric Utility Co,utilities,20.5
u_00000,T000090,4,23,Adobe Creative Cloud,subscription,17.18
u_00000,T000091,5,14,Steakhouse Grill,dining,35.03
u_00000,T000092,5,5,Water Utility,utilities,42.2
u_00000,T000093,5,19,Great Clips,personal_care,12.13
u_00000,T000094,5,13,Adobe Creative Cloud,subscription,20.07
u_00000,T000095,5,6,CVS Pharmacy,retail,29.25
u_00000,T000096,5,2,Chipotle,dining,6.58
u_00000,T000097,5,17,Water Utility,utilities,14.28
u_00000,T000098,5,26,Metro Transit,transport,10.9
u_00000,T000099,5,16,Safeway,grocery,17.05
u_00000,T000100,5,26,Sephora,personal_care,46.46
u_00000,T000101,5,13,Walmart,retail,74.18
u_00000,T000102,5,3,Starbucks,dining,2.93
u_00000,T000103,5,15,Metro Transit,transport,8.7
u_00000,T000104,5,1,Uber,transport,12.88
u_00000,T000105,5,20,Walmart,retail,40.93
u_00000,T000106,5,7,Lyft,transport,4.92
u_00000,T000107,5,22,Kroger,grocery,57.12
u_00000,T000108,5,20,Netflix,subscription,7.84
u_00000,T000109,5,20,Olive Garden,dining,35.83
u_00000,T000110,6,4,Target,retail,53.48
u_00000,T000111,6,10,Walmart,retail,25.2
u_00000,T000112,6,18,Nail Salon,personal_care,32.83
u_00000,T000113,6,12,Kroger,grocery,43.13
u_00000,T000114,6,4,Shell Gas,gas,22.49
u_00000,T000115,6,15,Whole Foods,grocery,57.65
u_00000,T000116,6,12,Chipotle,dining,7.56
u_00000,T000117,6,1,Chipotle,dining,11.03
u_00000,T000118,6,15,Kroger,grocery,57.36
u_00000,T000119,6,19,Chipotle,dining,4.12
u_00000,T000120,6,18,Nail Salon,personal_care,24.84
u_00000,T000121,6,17,Safeway,grocery,7.28
u_00000,T000122,6,7,Circle K,gas,20.84
u_00000,T000123,6,22,Exxon,gas,21.92
u_00000,T000124,6,25,Lucky Star Casino,gambling,27.77
u_00000,T000125,6,23,Lyft,transport,5.35
u_00000,T000126,6,8,Steam Games,entertainment,27.71
u_00000,T000127,6,27,Great Clips,personal_care,13.63
u_00000,T000128,6,23,AMC Theatres,entertainment,7.62
u_00000,T000129,6,4,Shell Gas,gas,23.61
u_00000,T000130,6,15,Metro Transit,transport,2.41
u_00000,T000131,6,22,Target,retail,18.16
u_00000,T000132,6,2,Midas Auto Repair,auto,943.65
u_00000,T000133,6,2,Best Buy,electronics,1779.88
u_00001,T000001,1,15,CVS Pharmacy,retail,9.12
u_00001,T000002,1,14,Netflix,subscription,3.17
u_00001,T000003,1,24,Whole Foods,grocery,8.16
u_00001,T000004,1,19,Chevron,gas,20.14
u_00001,T000005,1,9,Target,retail,47.67
u_00001,T000006,1,4,Lyft,transport,3.86
u_00001,T000007,1,19,Water Utility,utilities,19.66
u_00001,T000008,1,4,Golden Pawn & Loan,pawn,12.33
u_00001,T000009,1,15,Nail Salon,personal_care,10.23
u_00001,T000010,1,16,Live Nation Tickets,entertainment,52.4
u_00001,T000011,1,5,Metro Transit,transport,1.21
u_00001,T000012,1,13,Lyft,transport,10.12
u_00001,T000013,1,27,Metro Pawn Shop,pawn,62.65
u_00001,T000014,1,5,Circle K,gas,11.13
u_00001,T000015,1,17,Metro Transit,transport,4.64
u_00001,T000016,1,21,Water Utility,utilities,21.14
u_00001,T000017,1,8,Walmart,retail,25.81
u_00001,T000018,1,25,FastCash ATM,cash_advance,118.54
u_00001,T000019,1,10,Adobe Creative Cloud,subscription,6.64
u_00001,T000020,1,21,Live Nation Tickets,entertainment,63.81
u_00001,T000021,1,13,Shell Gas,gas,12.01
u_00001,T000022,1,19,Exxon,gas,25.01
u_00001,T000023,1,7,Circle K,gas,18.77
u_00001,T000024,1,18,Steam Games,entertainment,17.33
u_00001,T000025,1,3,Target,retail,42.36
u_00001,T000026,1,26,Uber,transport,14.61
u_00001,T000027,1,19,Steam Games,entertainment,4.78
u_00001,T000028,1,1,Exxon,gas,9.26
u_00001,T000029,1,6,Nail Salon,personal_care,24.92
u_00001,T000030,1,26,Live Nation Tickets,entertainment,35.49
u_00001,T000031,1,12,Dental Care Clinic,healthcare,922.57
u_00001,T000032,2,9,Water Utility,utilities,64.41
u_00001,T000033,2,20,Starbucks,dining,14.7
u_00001,T000034,2,16,Live Nation Tickets,entertainment,55.22
u_00001,T000035,2,27,Exxon,gas,35.91
u_00001,T000036,2,13,Starbucks,dining,10.47
u_00001,T000037,2,3,Sephora,personal_care,60.74
u_00001,T000038,2,24,Kroger,grocery,45.01
u_00001,T000039,2,9,Walmart,retail,107.72
u_00001,T000040,2,3,Nail Salon,personal_care,64.31
u_00001,T000041,2,16,Safeway,grocery,43.87
u_00001,T000042,2,7,Uber,transport,28.91
u_00001,T000043,2,21,Metro Transit,transport,4.92
u_00001,T000044,2,3,Starbucks,dining,16.24
u_00001,T000045,2,11,Lyft,transport,11.91
u_00001,T000046,2,23,Steakhouse Grill,dining,84.25
u_00001,T000047,2,1,Walmart,retail,112.16
u_00001,T000048,2,12,Kroger,grocery,22.67
u_00001,T000049,2,11,Starbucks,dining,5.76
u_00001,T000050,2,18,Netflix,subscription,8.12
u_00001,T000051,2,15,Midas Auto Repair,auto,410.19
u_00001,T000052,2,7,Airbnb,travel,260.6
u_00001,T000053,2,26,Best Buy,electronics,1787.18
u_00001,T000054,3,10,Shell Gas,gas,27.5
u_00001,T000055,3,23,Sephora,personal_care,50.32
u_00001,T000056,3,26,Exxon,gas,14.84
u_00001,T000057,3,11,Kroger,grocery,36.32
u_00001,T000058,3,25,Metro Transit,transport,7.4
u_00001,T000059,3,15,Adobe Creative Cloud,subscription,30.55
u_00001,T000060,3,4,AMC Theatres,entertainment,18.73
u_00001,T000061,3,23,Chevron,gas,22.61
u_00001,T000062,3,16,Trader Joe's,grocery,64.03
u_00001,T000063,3,18,Metro Transit,transport,13.57
u_00001,T000064,3,23,Exxon,gas,26.27
u_00001,T000065,3,8,TitleMax Cash Advance,cash_advance,306.39
u_00001,T000066,3,8,Chipotle,dining,11.41
u_00001,T000067,3,22,Shell Gas,gas,31.71
u_00001,T000068,3,14,Steakhouse Grill,dining,36.47
u_00001,T000069,3,12,Internet & Cable Co,utilities,64.97
u_00001,T000070,3,18,Lyft,transport,21.45
u_00001,T000071,3,15,Olive Garden,dining,37.79
u_00001,T000072,3,27,AMC Theatres,entertainment,18.19
u_00001,T000073,3,8,Live Nation Tickets,entertainment,139.02
u_00001,T000074,3,13,Adobe Creative Cloud,subscription,15.18
u_00001,T000075,3,10,Sephora,personal_care,64.24
u_00001,T000076,3,11,Netflix,subscription,9.32
u_00001,T000077,3,16,Disney+,subscription,6.18
u_00001,T000078,3,12,State Farm Premium,insurance,226.42
u_00001,T000079,4,26,Steam Games,entertainment,74.53
u_00001,T000080,4,5,Shell Gas,gas,38.53
u_00001,T000081,4,8,Chipotle,dining,39.31
u_00001,T000082,4,21,Exxon,gas,72.49
u_00001,T000083,4,21,Sephora,personal_care,59.66
u_00001,T000084,4,9,Metro Transit,transport,35.39
u_00001,T000085,4,15,Netflix,subscription,9.99
u_00001,T000086,4,15,Netflix,subscription,18.49
u_00001,T000087,4,10,Spotify,subscription,16.34
u_00001,T000088,4,9,Local Diner,dining,41.62
u_00001,T000089,4,12,Metro Transit,transport,10.66
u_00001,T000090,4,11,Great Clips,personal_care,48.63
u_00001,T000091,4,26,Nail Salon,personal_care,88.72
u_00001,T000092,4,7,Walmart,retail,94.69
u_00001,T000093,4,19,Circle K,gas,39.84
u_00001,T000094,4,9,Starbucks,dining,15.22
u_00001,T000095,4,8,Circle K,gas,70.86
u_00001,T000096,4,16,Golden Dragon Casino,gambling,214.57
u_00001,T000097,4,13,CVS Pharmacy,retail,23.34
u_00001,T000098,4,19,Walmart,retail,82.67
u_00001,T000099,4,5,Bed Bath & Beyond,home_goods,156.64
u_00001,T000100,5,13,Live Nation Tickets,entertainment,33.75
u_00001,T000101,5,20,AMC Theatres,entertainment,19.27
u_00001,T000102,5,14,Uber,transport,20.25
u_00001,T000103,5,22,Electric Utility Co,utilities,111.2
u_00001,T000104,5,1,Adobe Creative Cloud,subscription,27.27
u_00001,T000105,5,4,Nail Salon,personal_care,32.32
u_00001,T000106,5,5,Spotify,subscription,7.25
u_00001,T000107,5,21,Olive Garden,dining,48.36
u_00001,T000108,5,25,AMC Theatres,entertainment,16.12
u_00001,T000109,5,7,Target,retail,48.69
u_00001,T000110,5,6,Live Nation Tickets,entertainment,138.07
u_00001,T000111,5,25,Kroger,grocery,60.41
u_00001,T000112,5,8,Safeway,grocery,9.32
u_00001,T000113,5,3,Spotify,subscription,3.31
u_00001,T000114,5,10,Electric Utility Co,utilities,39.26
u_00001,T000115,5,1,Shell Gas,gas,40.89
u_00001,T000116,5,15,Adobe Creative Cloud,subscription,11.56
u_00001,T000117,5,12,Netflix,subscription,6.85
u_00001,T000118,5,9,Target,retail,71.1
u_00001,T000119,5,20,Planet Fitness,subscription,17.78
u_00001,T000120,5,17,Exxon,gas,19.13
u_00001,T000121,5,21,Safeway,grocery,24.99
u_00001,T000122,5,2,AMC Theatres,entertainment,36.79
u_00001,T000123,5,24,Shell Gas,gas,29.32
u_00001,T000124,5,25,Steakhouse Grill,dining,84.87
u_00001,T000125,5,26,Steam Games,entertainment,14.69
u_00001,T000126,5,13,Electric Utility Co,utilities,88.3
u_00001,T000127,5,1,Uber,transport,23.68
u_00001,T000128,5,11,Internet & Cable Co,utilities,33.96
u_00001,T000129,5,26,Lyft,transport,9.18
u_00001,T000130,6,13,Uber,transport,6.15
u_00001,T000131,6,10,Whole Foods,grocery,117.02
u_00001,T000132,6,21,Electric Utility Co,utilities,118.11
u_00001,T000133,6,3,Planet Fitness,subscription,41.19
u_00001,T000134,6,13,Trader Joe's,grocery,63.29
u_00001,T000135,6,13,Exxon,gas,25.61
u_00001,T000136,6,25,Kroger,grocery,57.77
u_00001,T000137,6,15,Chevron,gas,45.71
u_00001,T000138,6,5,Local Diner,dining,9.16
u_00001,T000139,6,15,Olive Garden,dining,45.01
u_00001,T000140,6,12,Exxon,gas,51.28
u_00001,T000141,6,19,Kroger,grocery,23.59
u_00001,T000142,6,13,Metro Transit,transport,18.56
u_00001,T000143,6,26,Target,retail,60.01
u_00001,T000144,6,4,Nail Salon,personal_care,34.5
u_00001,T000145,6,2,Local Diner,dining,27.87
u_00001,T000146,6,25,CVS Pharmacy,retail,63.31
u_00001,T000147,6,9,Disney+,subscription,12.66
u_00001,T000148,6,26,Steakhouse Grill,dining,67.67
u_00001,T000149,6,13,Shell Gas,gas,24.87
u_00001,T000150,6,27,Kroger,grocery,76.29
u_00001,T000151,6,16,Olive Garden,dining,36.02
u_00001,T000152,6,22,Metro Transit,transport,20.17
u_00001,T000153,6,20,Steakhouse Grill,dining,57.12
u_00001,T000154,6,27,Uber,transport,22.74
u_00001,T000155,6,10,HomeGoods,home_goods,122.9
u_00002,T000001,1,4,Starbucks,dining,22.2
u_00002,T000002,1,14,Netflix,subscription,16.92
u_00002,T000003,1,18,Netflix,subscription,9.27
u_00002,T000004,1,22,Electric Utility Co,utilities,64.8
u_00002,T000005,1,11,Great Clips,personal_care,37.7
u_00002,T000006,1,2,Circle K,gas,55.02
u_00002,T000007,1,15,Local Diner,dining,44.73
u_00002,T000008,1,17,Shell Gas,gas,67.03
u_00002,T000009,1,3,Target,retail,123.71
u_00002,T000010,1,6,Adobe Creative Cloud,subscription,44.57
u_00002,T000011,1,5,Target,retail,24.7
u_00002,T000012,1,27,Circle K,gas,39.83
u_00002,T000013,1,14,Lyft,transport,30.53
u_00002,T000014,1,26,Great Clips,personal_care,34.57
u_00002,T000015,1,8,Water Utility,utilities,30.94
u_00002,T000016,1,18,Airbnb,travel,610.8
u_00002,T000017,1,27,Apple Store,electronics,323.54
u_00002,T000018,1,12,DMV Registration,auto,530.3
u_00002,T000019,1,8,IKEA,furniture_home,1198.67
u_00002,T000020,1,11,DMV Registration,auto,588.79
u_00002,T000021,2,26,Whole Foods,grocery,88.63
u_00002,T000022,2,9,Uber,transport,5.4
u_00002,T000023,2,13,Olive Garden,dining,14.67
u_00002,T000024,2,23,Netflix,subscription,5.7
u_00002,T000025,2,10,Target,retail,86.92
u_00002,T000026,2,7,Target,retail,26.63
u_00002,T000027,2,15,Adobe Creative Cloud,subscription,16.43
u_00002,T000028,2,22,Circle K,gas,41.78
u_00002,T000029,2,12,Internet & Cable Co,utilities,82.33
u_00002,T000030,2,26,Adobe Creative Cloud,subscription,21.83
u_00002,T000031,2,2,Electric Utility Co,utilities,108.76
u_00002,T000032,2,23,CVS Pharmacy,retail,36.7
u_00002,T000033,2,4,Shell Gas,gas,46.42
u_00002,T000034,2,19,Great Clips,personal_care,13.29
u_00002,T000035,2,8,Exxon,gas,20.52
u_00002,T000036,2,11,Safeway,grocery,17.03
u_00002,T000037,2,1,Shell Gas,gas,35.75
u_00002,T000038,2,3,Walmart,retail,94.2
u_00002,T000039,2,9,Electric Utility Co,utilities,92.52
u_00002,T000040,2,12,Spotify,subscription,6.4
u_00002,T000041,3,18,Steam Games,entertainment,85.99
u_00002,T000042,3,6,Local Diner,dining,54.58
u_00002,T000043,3,18,Great Clips,personal_care,39.38
u_00002,T000044,3,7,Chipotle,dining,30.44
u_00002,T000045,3,13,Metro Transit,transport,7.1
u_00002,T000046,3,9,Water Utility,utilities,83.24
u_00002,T000047,3,17,Safeway,grocery,91.25
u_00002,T000048,3,12,Safeway,grocery,96.94
u_00002,T000049,3,23,Target,retail,154.93
u_00002,T000050,3,13,Uber,transport,30.0
u_00002,T000051,3,15,Disney+,subscription,21.04
u_00002,T000052,3,26,Disney+,subscription,16.24
u_00002,T000053,3,27,Target,retail,100.94
u_00002,T000054,3,19,Planet Fitness,subscription,48.8
u_00002,T000055,3,16,Planet Fitness,subscription,46.69
u_00002,T000056,3,16,Chevron,gas,35.96
u_00002,T000057,4,6,Local Diner,dining,37.23
u_00002,T000058,4,8,Walmart,retail,177.42
u_00002,T000059,4,26,Disney+,subscription,19.7
u_00002,T000060,4,10,Nail Salon,personal_care,48.75
u_00002,T000061,4,10,Starbucks,dining,19.74
u_00002,T000062,4,21,Nail Salon,personal_care,69.17
u_00002,T000063,4,10,Electric Utility Co,utilities,207.51
u_00002,T000064,4,9,Exxon,gas,81.05
u_00002,T000065,4,7,Local Diner,dining,72.1
u_00002,T000066,4,13,Nail Salon,personal_care,92.3
u_00002,T000067,4,26,Starbucks,dining,18.84
u_00002,T000068,4,3,Uber,transport,37.5
u_00002,T000069,4,12,Netflix,subscription,14.6
u_00002,T000070,5,5,Whole Foods,grocery,29.49
u_00002,T000071,5,7,Electric Utility Co,utilities,29.96
u_00002,T000072,5,1,Trader Joe's,grocery,10.81
u_00002,T000073,5,1,Steam Games,entertainment,34.52
u_00002,T000074,5,7,Spotify,subscription,3.49
u_00002,T000075,5,13,CVS Pharmacy,retail,5.43
u_00002,T000076,5,15,Chevron,gas,30.35
u_00002,T000077,5,19,Shell Gas,gas,35.4
u_00002,T000078,5,4,Internet & Cable Co,utilities,88.7
u_00002,T000079,5,24,Disney+,subscription,7.16
u_00002,T000080,5,21,Olive Garden,dining,14.17
u_00002,T000081,5,3,Olive Garden,dining,13.0
u_00002,T000082,5,9,Spotify,subscription,6.78
u_00002,T000083,5,18,Walmart,retail,71.27
u_00002,T000084,5,2,Kroger,grocery,66.24
u_00002,T000085,5,19,Starbucks,dining,5.31
u_00002,T000086,5,16,Planet Fitness,subscription,16.52
u_00002,T000087,5,4,AMC Theatres,entertainment,12.25
u_00002,T000088,5,17,Golden Pawn & Loan,pawn,182.04
u_00002,T000089,5,14,Golden Pawn & Loan,pawn,153.37
u_00002,T000090,5,20,Nail Salon,personal_care,53.68
u_00002,T000091,5,23,Apple Store,electronics,1285.58
u_00002,T000092,6,20,Disney+,subscription,18.1
u_00002,T000093,6,4,Target,retail,35.39
u_00002,T000094,6,11,Circle K,gas,64.08
u_00002,T000095,6,15,Target,retail,133.81
u_00002,T000096,6,18,Steakhouse Grill,dining,58.09
u_00002,T000097,6,16,Metro Transit,transport,9.47
u_00002,T000098,6,3,Water Utility,utilities,31.35
u_00002,T000099,6,13,Safeway,grocery,65.97
u_00002,T000100,6,9,Safeway,grocery,127.6
u_00002,T000101,6,4,Chipotle,dining,31.65
u_00002,T000102,6,20,Adobe Creative Cloud,subscription,33.73
u_00002,T000103,6,22,Sephora,personal_care,31.46
u_00002,T000104,6,10,Live Nation Tickets,entertainment,62.79
u_00002,T000105,6,8,Chevron,gas,27.85
u_00002,T000106,6,15,Chipotle,dining,20.44
u_00002,T000107,6,19,Netflix,subscription,11.66
u_00002,T000108,6,12,Trader Joe's,grocery,63.36
u_00002,T000109,6,9,Electric Utility Co,utilities,43.04
u_00002,T000110,6,13,Starbucks,dining,12.6
u_00002,T000111,6,21,CVS Pharmacy,retail,52.87
u_00002,T000112,6,6,Lyft,transport,24.14
u_00002,T000113,6,21,Olive Garden,dining,27.74
u_00002,T000114,6,3,Walmart,retail,13.7
u_00002,T000115,6,8,Veterinary Clinic,pet_care,717.3
u_00003,T000001,1,27,Safeway,grocery,14.96
u_00003,T000002,1,20,Golden Pawn & Loan,pawn,214.75
u_00003,T000003,1,20,Exxon,gas,34.69
u_00003,T000004,1,13,Kroger,grocery,67.46
u_00003,T000005,1,9,Chipotle,dining,22.69
u_00003,T000006,1,17,AMC Theatres,entertainment,20.57
u_00003,T000007,1,3,Walmart,retail,37.38
u_00003,T000008,1,10,Kroger,grocery,64.69
u_00003,T000009,1,21,AMC Theatres,entertainment,9.39
u_00003,T000010,1,1,Target,retail,32.92
u_00003,T000011,1,3,Local Diner,dining,14.01
u_00003,T000012,1,6,Netflix,subscription,10.53
u_00003,T000013,1,14,Local Diner,dining,11.91
u_00003,T000014,1,23,Kroger,grocery,105.26
u_00003,T000015,1,19,Uber,transport,6.12
u_00003,T000016,2,3,Safeway,grocery,14.18
u_00003,T000017,2,15,Steam Games,entertainment,31.6
u_00003,T000018,2,21,Spotify,subscription,6.05
u_00003,T000019,2,1,Disney+,subscription,4.78
u_00003,T000020,2,16,AMC Theatres,entertainment,20.75
u_00003,T000021,2,3,Live Nation Tickets,entertainment,110.67
u_00003,T000022,2,21,Starbucks,dining,7.16
u_00003,T000023,2,10,Adobe Creative Cloud,subscription,17.19
u_00003,T000024,2,19,Local Diner,dining,17.3
u_00003,T000025,2,2,Shell Gas,gas,33.74
u_00003,T000026,2,16,Shell Gas,gas,41.26
u_00003,T000027,2,3,Circle K,gas,12.48
u_00003,T000028,2,4,Trader Joe's,grocery,84.74
u_00003,T000029,2,8,Trader Joe's,grocery,14.68
u_00003,T000030,2,23,Lyft,transport,11.15
u_00003,T000031,2,16,Whole Foods,grocery,109.36
u_00003,T000032,2,27,Starbucks,dining,4.04
u_00003,T000033,2,11,Uber,transport,22.59
u_00003,T000034,2,19,Target,retail,75.19
u_00003,T000035,2,6,Starbucks,dining,6.27
u_00003,T000036,2,24,Local Diner,dining,27.0
u_00003,T000037,2,25,Nail Salon,personal_care,35.28
u_00003,T000038,2,25,Disney+,subscription,5.41
u_00003,T000039,2,26,PetSmart,pet_care,37.91
u_00003,T000040,3,25,Trader Joe's,grocery,51.49
u_00003,T000041,3,23,Planet Fitness,subscription,23.53
u_00003,T000042,3,9,Trader Joe's,grocery,48.17
u_00003,T000043,3,16,Water Utility,utilities,44.14
u_00003,T000044,3,21,Whole Foods,grocery,52.23
u_00003,T000045,3,6,AMC Theatres,entertainment,6.12
u_00003,T000046,3,16,Steam Games,entertainment,26.9
u_00003,T000047,3,16,Metro Transit,transport,9.81
u_00003,T000048,3,20,CVS Pharmacy,retail,25.59
u_00003,T000049,3,17,Walmart,retail,25.05
u_00003,T000050,3,3,Nail Salon,personal_care,33.18
u_00003,T000051,3,24,Netflix,subscription,5.24
u_00003,T000052,3,16,Live Nation Tickets,entertainment,78.89
u_00003,T000053,3,23,Chipotle,dining,9.85
u_00003,T000054,3,10,Trader Joe's,grocery,39.29
u_00003,T000055,3,20,Local Diner,dining,8.43
u_00003,T000056,3,2,Chevron,gas,33.16
u_00003,T000057,3,11,Nail Salon,personal_care,13.46
u_00003,T000058,3,7,Trader Joe's,grocery,30.91
u_00003,T000059,3,23,CVS Pharmacy,retail,8.4
u_00003,T000060,3,22,Live Nation Tickets,entertainment,58.21
u_00003,T000061,4,6,Trader Joe's,grocery,78.1
u_00003,T000062,4,14,AMC Theatres,entertainment,7.39
u_00003,T000063,4,17,Sephora,personal_care,50.71
u_00003,T000064,4,22,Electric Utility Co,utilities,57.65
u_00003,T000065,4,24,Kroger,grocery,29.81
u_00003,T000066,4,9,AMC Theatres,entertainment,12.45
u_00003,T000067,4,25,Uber,transport,7.22
u_00003,T000068,4,11,Uber,transport,17.76
u_00003,T000069,4,8,Great Clips,personal_care,24.75
u_00003,T000070,4,2,Live Nation Tickets,entertainment,98.58
u_00003,T000071,4,15,Metro Transit,transport,12.45
u_00003,T000072,4,15,Whole Foods,grocery,66.36
u_00003,T000073,4,5,Walmart,retail,6.92
u_00003,T000074,4,22,Disney+,subscription,6.56
u_00003,T000075,4,15,Olive Garden,dining,33.23
u_00003,T000076,4,24,Steakhouse Grill,dining,28.61
u_00003,T000077,4,17,Local Diner,dining,21.69
u_00003,T000078,4,7,Disney+,subscription,10.16
u_00003,T000079,4,9,Chipotle,dining,5.06
u_00003,T000080,4,7,Starbucks,dining,2.71
u_00003,T000081,4,23,Metro Transit,transport,13.37
u_00003,T000082,4,7,Adobe Creative Cloud,subscription,18.0
u_00003,T000083,4,13,Trader Joe's,grocery,56.54
u_00003,T000084,4,16,Geico Insurance,insurance,357.87
u_00003,T000085,5,19,Olive Garden,dining,13.34
u_00003,T000086,5,3,TitleMax Cash Advance,cash_advance,99.36
u_00003,T000087,5,13,Exxon,gas,17.9
u_00003,T000088,5,13,Electric Utility Co,utilities,52.11
u_00003,T000089,5,25,AMC Theatres,entertainment,22.08
